Age,sport_engagement,Gender,CGPA,academic_workload,Academic_pressure,Anxiety,average_sleep,Diet_Quality,Social_relationships,Financial_pressure,Extracurricular_Involvement,Residence_Type,current_academic_year
27,1,Female,3.82,4,3,1,7-8hrs,3,3,2,3,Off-Campus,3
26,2,Female,3.58,4,2,1,4-6hrs,3,3,2,3,On-Campus,2
20,1,Female,3.22,3,3,4,7-8hrs,3,3,3,3,On-Campus,3
25,1,Male,3.14,2,3,4,7-8hrs,3,5,4,5,Off-Campus,2
24,1,Male,3.32,4,3,1,4-6hrs,3,3,1,1,On-Campus,2
23,1,Female,3.47,1,3,3,7-8hrs,3,5,3,3,Off-Campus,3
20,1,Female,3.55,3,3,3,7-8hrs,1,3,0,3,On-Campus,2
34,1,Male,3.63,3,3,1,7-8hrs,3,3,0,3,Off-Campus,3
22,1,Female,3.43,2,1,1,4-6hrs,3,3,4,5,Off-Campus,1
28,2,Male,3.29,1,2,4,4-6hrs,1,5,2,1,On-Campus,2
21,1,Male,3.64,3,3,3,4-6hrs,3,3,5,1,Off-Campus,2
25,1,Female,3.74,4,3,4,4-6hrs,3,5,5,3,With Family,3
22,2,Female,3.69,1,2,2,4-6hrs,3,5,2,3,With Family,2
24,1,Male,3.73,4,3,3,7-8hrs,1,1,5,3,Off-Campus,3
28,1,Male,3.5,3,3,1,7-8hrs,3,3,4,5,On-Campus,3
18,5,Female,3.03,4,5,2,4-6hrs,5,1,2,1,Off-Campus,5
21,1,Male,3.23,5,3,4,4-6hrs,1,3,3,3,On-Campus,2
22,1,Male,3.65,4,3,4,7-8hrs,3,3,5,1,Off-Campus,3
22,1,Female,3.82,4,3,1,7-8hrs,3,1,0,1,On-Campus,3
28,2,Female,3.69,2,2,5,7-8hrs,3,3,0,5,Off-Campus,2
24,2,Male,3.97,2,2,3,7-8hrs,1,3,4,3,On-Campus,2
24,1,Female,3.22,4,1,1,7-8hrs,3,3,2,3,On-Campus,1
29,1,Female,3.93,2,1,2,7-8hrs,5,3,3,1,On-Campus,1
18,1,Female,2.77,4,3,5,4-6hrs,5,5,0,3,Off-Campus,2
19,4,Male,3.24,4,4,5,7-8hrs,3,1,2,3,On-Campus,4
28,2,Female,3.33,1,2,4,1-3hrs,3,3,0,1,On-Campus,2
20,1,Female,3.63,2,3,1,7-8hrs,3,5,4,1,On-Campus,2
25,5,Female,3.6,1,5,1,7-8hrs,5,3,0,1,On-Campus,5
26,1,Male,3.3,1,3,5,7-8hrs,1,3,1,1,Off-Campus,3
27,2,Male,3.54,2,2,3,7-8hrs,3,3,3,5,Off-Campus,2
31,4,Male,3.68,4,4,4,4-6hrs,1,1,3,3,On-Campus,4
21,1,Male,3.73,3,3,2,7-8hrs,3,5,2,3,On-Campus,3
24,2,Female,3.59,1,2,2,4-6hrs,5,3,1,3,On-Campus,2
23,4,Male,3.7,1,4,3,4-6hrs,3,5,5,3,Off-Campus,4
29,1,Female,3.49,4,3,4,7-8hrs,3,5,1,3,Off-Campus,2
25,1,Female,3.82,2,3,3,7-8hrs,3,3,3,3,Off-Campus,2
20,1,Male,3.19,2,3,2,7-8hrs,3,5,5,3,On-Campus,2
25,1,Female,3.99,4,3,5,4-6hrs,3,1,0,3,With Family,3
18,1,Male,3.79,5,3,1,7-8hrs,3,3,3,3,With Family,3
23,1,Female,3.31,2,3,3,7-8hrs,3,5,5,1,Off-Campus,3
26,1,Female,3.73,3,1,3,7-8hrs,1,3,3,3,With Family,1
19,1,Female,3.23,4,3,2,4-6hrs,5,3,3,3,On-Campus,3
24,1,Female,3.45,5,1,5,7-8hrs,3,3,3,3,With Family,1
25,1,Female,3.37,2,3,2,7-8hrs,3,3,3,5,Off-Campus,3
26,1,Female,2.87,3,3,3,7-8hrs,1,1,0,3,On-Campus,3
18,1,Male,3.68,5,3,2,4-6hrs,3,3,1,3,With Family,3
21,1,Female,3.46,5,3,5,4-6hrs,3,3,0,3,Off-Campus,2
19,1,Male,3.47,3,3,2,7-8hrs,3,3,1,1,With Family,2
20,5,Male,3.45,4,5,1,7-8hrs,3,3,5,1,Off-Campus,5
21,1,Male,3.44,2,3,1,4-6hrs,5,3,3,3,On-Campus,2
26,4,Female,3.11,4,4,1,4-6hrs,5,1,1,3,Off-Campus,4
25,2,Male,3.23,2,2,1,7-8hrs,3,3,1,1,On-Campus,2
27,4,Male,3.9,1,4,3,7-8hrs,5,1,0,5,Off-Campus,4
21,1,Male,2.87,1,3,1,7-8hrs,3,5,1,3,On-Campus,3
24,1,Female,3.63,4,3,1,1-3hrs,3,3,1,5,On-Campus,2
20,4,Male,3.49,2,4,1,4-6hrs,1,3,3,3,Off-Campus,4
25,1,Male,3.7,2,3,1,4-6hrs,1,3,2,5,With Family,3
23,1,Male,2.91,1,3,3,1-3hrs,5,3,0,5,Off-Campus,2
30,5,Male,3.79,3,5,2,4-6hrs,5,3,1,3,Off-Campus,5
23,1,Female,3.23,1,3,4,7-8hrs,5,3,0,5,On-Campus,3
33,4,Male,3.12,3,4,1,4-6hrs,5,3,2,3,On-Campus,4
33,2,Male,3.49,4,2,3,4-6hrs,3,5,1,3,On-Campus,2
25,1,Female,3.93,3,3,1,4-6hrs,5,1,4,5,With Family,2
18,2,Female,3.69,3,2,1,7-8hrs,3,3,3,3,On-Campus,2
23,1,Female,2.64,4,3,1,7-8hrs,3,3,2,1,On-Campus,2
22,1,Male,3.34,2,3,2,4-6hrs,1,5,5,3,With Family,3
19,1,Male,3.26,4,3,4,4-6hrs,1,5,3,5,Off-Campus,2
28,1,Female,3.41,3,1,1,4-6hrs,3,5,2,3,On-Campus,1
29,2,Female,3.57,1,2,4,7-8hrs,3,3,1,5,Off-Campus,2
18,1,Male,3.52,3,1,5,7-8hrs,3,1,2,3,Off-Campus,1
22,1,Female,3.33,4,3,1,7-8hrs,1,3,1,5,Off-Campus,3
19,1,Male,3.93,2,3,1,4-6hrs,5,5,4,3,On-Campus,2
22,1,Male,4,4,1,4,7-8hrs,3,3,3,1,Off-Campus,1
22,1,Female,3.52,5,3,2,7-8hrs,5,3,0,1,With Family,2
35,1,Male,2.97,1,3,1,7-8hrs,1,3,1,5,With Family,2
20,2,Male,4,4,2,3,4-6hrs,3,3,2,1,With Family,2
27,5,Male,3.3,1,5,1,7-8hrs,3,1,0,3,Off-Campus,5
22,2,Male,3.17,2,2,3,7-8hrs,3,3,0,3,With Family,2
18,1,Female,4,3,3,1,7-8hrs,3,5,4,3,Off-Campus,2
19,1,Female,3.28,1,3,4,4-6hrs,5,3,2,1,On-Campus,3
27,5,Male,3.11,2,5,1,4-6hrs,1,5,5,1,Off-Campus,5
18,1,Male,3.5,3,3,5,4-6hrs,3,5,3,3,With Family,3
19,1,Female,2.84,4,3,1,7-8hrs,1,3,4,3,Off-Campus,2
18,2,Male,2.98,2,2,1,7-8hrs,3,1,2,5,On-Campus,2
20,1,Female,4,1,1,3,4-6hrs,3,3,0,3,Off-Campus,1
22,4,Male,3.79,3,4,1,7-8hrs,3,3,1,3,On-Campus,4
24,1,Male,3.84,1,3,2,7-8hrs,3,3,1,5,On-Campus,3
25,2,Male,3.59,3,2,1,7-8hrs,3,5,0,3,Off-Campus,2
19,1,Male,3.24,1,3,1,7-8hrs,3,3,1,3,Off-Campus,3
26,2,Female,3.77,3,2,1,4-6hrs,1,5,5,3,Off-Campus,2
21,5,Female,3.3,2,5,5,7-8hrs,3,3,2,3,Off-Campus,5
23,1,Male,4,2,1,3,7-8hrs,3,1,1,3,Off-Campus,1
23,2,Male,3.65,3,2,1,7-8hrs,5,5,4,3,On-Campus,2
22,5,Female,3.55,1,5,1,1-3hrs,5,3,3,3,On-Campus,5
19,1,Male,3.59,2,3,1,7-8hrs,3,5,5,5,Off-Campus,2
18,1,Female,3.47,3,1,1,4-6hrs,3,3,4,3,Off-Campus,1
21,2,Female,3.67,3,2,2,7-8hrs,3,1,3,5,Off-Campus,2
22,2,Female,3.08,4,2,1,4-6hrs,1,1,3,3,With Family,2
21,1,Male,3.39,2,3,5,7-8hrs,3,3,3,1,Off-Campus,2
18,1,Female,3.5,4,3,5,1-3hrs,3,3,1,5,On-Campus,2
28,5,Female,3.48,3,5,1,7-8hrs,3,3,4,5,Off-Campus,5
21,4,Female,3.32,5,4,1,7-8hrs,3,3,0,1,With Family,4
22,4,Female,3.97,3,4,1,4-6hrs,5,3,2,1,On-Campus,4
18,1,Male,3.56,1,3,5,7-8hrs,1,3,0,1,With Family,2
18,1,Female,2.88,5,3,3,7-8hrs,5,1,4,1,Off-Campus,2
35,1,Male,3.42,4,1,3,4-6hrs,3,5,2,1,Off-Campus,1
18,2,Female,3.51,1,2,1,4-6hrs,3,3,2,1,Off-Campus,2
22,4,Female,3.83,4,4,1,1-3hrs,3,1,4,3,On-Campus,4
25,2,Male,4,4,2,3,7-8hrs,3,3,2,1,Off-Campus,2
25,2,Male,3.78,2,2,1,7-8hrs,3,5,4,3,Off-Campus,2
20,1,Male,3.46,4,1,1,7-8hrs,1,3,3,3,On-Campus,1
20,1,Female,3.6,4,3,3,7-8hrs,1,5,0,5,On-Campus,2
27,1,Female,3.59,5,1,1,7-8hrs,1,3,0,5,Off-Campus,1
26,1,Female,3.23,4,1,1,7-8hrs,3,1,1,3,With Family,1
18,1,Female,2.84,5,3,1,4-6hrs,5,3,1,5,On-Campus,3
21,4,Female,3.52,1,4,1,7-8hrs,3,3,0,5,Off-Campus,4
18,1,Male,3.68,4,1,1,1-3hrs,3,3,3,3,Off-Campus,1
20,5,Male,3.59,1,5,1,1-3hrs,3,3,2,5,On-Campus,5
20,1,Female,3.39,1,3,3,4-6hrs,5,1,5,1,With Family,2
26,5,Female,3.32,5,5,2,7-8hrs,1,3,4,3,With Family,5
20,4,Female,3.25,4,4,2,1-3hrs,3,3,4,1,On-Campus,4
21,1,Male,3.26,4,3,1,4-6hrs,5,5,4,1,Off-Campus,3
30,2,Male,3.49,2,2,2,7-8hrs,3,5,4,1,With Family,2
25,1,Male,3.35,4,3,1,4-6hrs,3,1,1,3,Off-Campus,3
19,1,Male,4,3,1,4,4-6hrs,5,3,3,5,With Family,1
18,2,Female,3.35,5,2,4,1-3hrs,3,1,4,5,Off-Campus,2
24,1,Male,3.3,3,1,2,4-6hrs,3,5,5,3,On-Campus,1
18,2,Male,3.89,4,2,1,4-6hrs,3,3,4,5,Off-Campus,2
20,4,Male,3.43,3,4,1,7-8hrs,1,5,0,1,With Family,4
19,1,Male,3.64,4,3,3,7-8hrs,3,5,5,5,With Family,3
24,4,Male,3.49,4,4,2,4-6hrs,3,5,2,3,Off-Campus,4
27,2,Female,4,1,2,5,1-3hrs,3,3,4,1,On-Campus,2
23,1,Female,3.99,1,1,3,7-8hrs,3,3,0,3,On-Campus,1
25,1,Female,3.36,5,3,1,4-6hrs,3,3,3,3,On-Campus,3
33,2,Female,3.58,2,2,2,7-8hrs,3,3,2,3,Off-Campus,2
21,4,Female,3.88,5,4,4,7-8hrs,3,5,4,1,On-Campus,4
19,1,Female,3.52,2,3,1,7-8hrs,1,3,0,5,On-Campus,2
23,4,Female,4,3,4,4,7-8hrs,1,1,5,3,With Family,4
22,1,Male,3.14,1,3,5,7-8hrs,5,3,2,3,Off-Campus,3
25,4,Male,2.8,2,4,3,7-8hrs,5,5,0,5,With Family,4
21,1,Male,3.4,2,3,4,7-8hrs,3,5,5,3,With Family,2
19,5,Female,3.55,4,5,3,7-8hrs,1,3,3,3,Off-Campus,5
20,2,Female,2.94,3,2,4,4-6hrs,5,1,5,5,Off-Campus,2
19,2,Female,3.75,4,2,3,7-8hrs,3,1,2,3,With Family,2
24,2,Male,3.73,3,2,3,7-8hrs,3,3,5,1,Off-Campus,2
23,1,Male,3.71,3,3,3,7-8hrs,5,5,0,5,Off-Campus,2
26,1,Female,3.39,1,3,4,7-8hrs,3,3,3,5,With Family,3
32,2,Male,3.03,1,2,1,4-6hrs,3,5,4,3,With Family,2
33,5,Male,3.51,1,5,1,7-8hrs,3,1,5,3,On-Campus,5
24,1,Male,3.4,3,1,2,4-6hrs,3,3,2,1,Off-Campus,1
21,1,Female,3.62,5,1,2,7-8hrs,3,3,2,3,On-Campus,1
24,1,Male,3.19,3,3,1,7-8hrs,3,5,2,3,On-Campus,3
23,2,Male,3.47,3,2,2,7-8hrs,3,5,2,5,On-Campus,2
24,1,Male,3.36,3,3,4,7-8hrs,5,3,2,5,Off-Campus,2
28,1,Male,3.57,3,1,4,7-8hrs,3,3,4,3,With Family,1
27,1,Male,3.7,4,3,1,7-8hrs,1,3,5,3,Off-Campus,2
26,5,Female,4,4,5,1,1-3hrs,1,3,1,3,On-Campus,5
21,4,Female,3.75,2,4,1,7-8hrs,3,3,0,3,With Family,4
33,4,Male,3.54,2,4,2,7-8hrs,5,3,1,3,With Family,4
22,1,Female,4,5,3,4,7-8hrs,3,3,4,3,Off-Campus,2
20,2,Male,3.69,2,2,5,4-6hrs,5,1,5,1,On-Campus,2
26,1,Male,3.21,4,3,5,7-8hrs,5,3,3,3,On-Campus,2
21,1,Male,3.37,2,3,1,7-8hrs,1,3,1,1,Off-Campus,3
26,1,Male,3.76,3,3,2,7-8hrs,3,3,5,3,Off-Campus,2
18,4,Male,3.78,3,4,2,4-6hrs,1,3,1,3,On-Campus,4
19,1,Male,3.5,1,1,2,7-8hrs,3,1,1,5,Off-Campus,1
24,1,Male,3.3,3,3,5,7-8hrs,3,5,4,1,On-Campus,3
24,1,Male,3.49,3,3,5,4-6hrs,1,5,5,3,On-Campus,3
24,1,Female,3.49,4,1,2,4-6hrs,1,1,0,1,Off-Campus,1
27,2,Female,3.33,1,2,2,7-8hrs,5,3,0,3,On-Campus,2
22,4,Female,3.72,1,4,1,4-6hrs,3,3,3,3,Off-Campus,4
23,1,Female,3.51,5,3,1,1-3hrs,3,1,3,1,On-Campus,3
18,4,Female,3.34,5,4,1,4-6hrs,5,3,3,3,On-Campus,4
20,1,Male,3.49,4,3,4,7-8hrs,5,1,2,5,Off-Campus,3
19,1,Female,3.54,4,1,3,4-6hrs,5,3,0,1,With Family,1
24,1,Female,3.61,4,1,1,4-6hrs,3,5,4,1,Off-Campus,1
18,1,Female,3.7,5,3,1,7-8hrs,3,1,0,1,Off-Campus,3
26,1,Female,2.95,3,1,3,7-8hrs,3,3,2,3,Off-Campus,1
20,5,Male,3.65,4,5,2,4-6hrs,3,5,0,3,Off-Campus,5
24,2,Male,3.41,1,2,3,7-8hrs,3,3,0,1,Off-Campus,2
25,4,Female,3.75,2,4,2,7-8hrs,1,3,1,1,On-Campus,4
19,4,Male,3.94,3,4,5,7-8hrs,3,3,3,3,Off-Campus,4
19,1,Female,3.67,3,3,1,7-8hrs,1,3,5,3,On-Campus,2
19,2,Male,3.46,4,2,5,7-8hrs,3,3,3,3,Off-Campus,2
24,4,Male,3.18,5,4,1,1-3hrs,3,1,1,1,With Family,4
24,2,Male,4,5,2,1,4-6hrs,3,1,4,5,Off-Campus,2
20,1,Female,3.61,2,1,2,7-8hrs,3,5,0,1,On-Campus,1
20,4,Male,3.14,2,4,3,7-8hrs,3,3,4,5,With Family,4
26,2,Male,3.22,1,2,3,7-8hrs,3,3,1,1,Off-Campus,2
21,1,Male,3.85,3,1,1,7-8hrs,1,1,5,3,On-Campus,1
27,1,Male,2.88,4,1,2,7-8hrs,5,1,4,3,With Family,1
24,1,Male,3.89,2,3,3,4-6hrs,5,5,4,1,On-Campus,3
21,1,Female,3.3,1,1,3,4-6hrs,3,1,0,3,On-Campus,1
20,2,Female,3.51,1,2,5,4-6hrs,3,3,4,3,With Family,2
18,1,Male,4,1,3,4,7-8hrs,3,5,2,5,On-Campus,2
26,1,Male,3.55,2,3,3,7-8hrs,3,5,0,3,On-Campus,3
21,4,Male,3.15,1,4,1,7-8hrs,3,3,2,3,With Family,4
25,1,Female,3.3,5,1,1,4-6hrs,3,5,0,3,Off-Campus,1
24,4,Male,3.24,2,4,1,7-8hrs,1,5,4,1,On-Campus,4
19,1,Female,3.67,4,3,2,1-3hrs,3,1,1,1,On-Campus,2
22,5,Female,3.36,4,5,1,7-8hrs,1,1,2,1,On-Campus,5
28,2,Male,3.75,2,2,3,7-8hrs,3,5,1,3,On-Campus,2
18,1,Female,3.22,2,3,3,7-8hrs,3,3,0,1,Off-Campus,2
18,1,Male,2.89,1,3,5,7-8hrs,3,1,4,3,Off-Campus,3
19,5,Male,3.54,4,5,3,1-3hrs,3,5,3,1,With Family,5
20,5,Male,3.71,5,5,2,7-8hrs,5,1,0,5,Off-Campus,5
25,1,Female,3.23,3,1,1,7-8hrs,3,1,3,5,Off-Campus,1
24,1,Female,3.79,3,3,3,4-6hrs,3,1,5,1,With Family,3
21,5,Female,3.46,1,5,4,7-8hrs,1,5,0,3,Off-Campus,5
22,1,Female,3.37,1,3,1,7-8hrs,5,1,2,3,Off-Campus,2
20,4,Female,3.44,2,4,1,7-8hrs,5,3,1,1,Off-Campus,4
18,1,Female,3.34,5,1,1,1-3hrs,3,5,0,5,On-Campus,1
22,2,Female,2.82,2,2,2,7-8hrs,3,3,2,5,Off-Campus,2
26,1,Female,3.73,5,1,5,4-6hrs,3,5,2,5,With Family,1
22,1,Male,2.98,4,1,1,7-8hrs,3,5,1,1,On-Campus,1
28,1,Male,3.31,5,1,2,4-6hrs,5,3,1,5,Off-Campus,1
25,2,Female,4,1,2,5,7-8hrs,3,5,1,5,On-Campus,2
35,1,Male,3.83,4,3,2,7-8hrs,3,5,5,3,Off-Campus,3
25,1,Male,3.21,1,1,1,7-8hrs,3,3,2,5,On-Campus,1
21,2,Female,3.59,4,2,3,4-6hrs,1,3,2,5,Off-Campus,2
20,1,Female,3.65,3,1,5,4-6hrs,3,3,4,1,With Family,1
25,1,Female,3.24,1,3,1,4-6hrs,1,3,4,3,On-Campus,2
19,2,Female,3.56,3,2,1,1-3hrs,5,3,4,3,On-Campus,2
21,1,Male,3.09,4,1,2,1-3hrs,3,3,4,1,Off-Campus,1
31,5,Male,3.19,4,5,1,4-6hrs,3,3,3,3,Off-Campus,5
22,4,Male,3.57,2,4,2,7-8hrs,3,1,3,3,Off-Campus,4
19,2,Female,3.01,3,2,2,4-6hrs,1,3,2,3,Off-Campus,2
18,4,Female,3.7,4,4,2,7-8hrs,3,5,4,3,With Family,4
19,5,Female,3.78,4,5,3,4-6hrs,3,3,0,3,On-Campus,5
20,2,Female,4,3,2,5,4-6hrs,3,3,2,1,On-Campus,2
22,4,Female,3.63,3,4,1,1-3hrs,3,5,4,3,Off-Campus,4
22,2,Female,3.13,3,2,4,7-8hrs,1,3,2,1,On-Campus,2
25,1,Female,3.55,1,3,3,7-8hrs,3,3,2,1,On-Campus,2
23,4,Female,3.02,1,4,5,1-3hrs,3,5,3,5,With Family,4
26,4,Female,2.97,1,4,1,7-8hrs,5,3,2,3,On-Campus,4
22,4,Female,3.38,4,4,3,4-6hrs,3,3,1,3,On-Campus,4
22,1,Female,2.73,3,1,1,1-3hrs,3,3,1,3,On-Campus,1
21,1,Male,3.35,4,1,5,7-8hrs,3,5,4,5,On-Campus,1
18,1,Male,3.26,1,1,3,1-3hrs,3,5,2,3,With Family,1
30,1,Female,3.36,2,3,1,4-6hrs,3,3,3,3,Off-Campus,3
23,2,Female,3.59,4,2,1,7-8hrs,5,3,0,1,Off-Campus,2
20,5,Female,3.3,1,5,1,7-8hrs,3,3,2,3,Off-Campus,5
20,2,Female,3.33,1,2,1,4-6hrs,1,3,4,5,On-Campus,2
25,1,Female,3.64,4,3,1,4-6hrs,5,1,3,3,Off-Campus,3
24,2,Male,3.63,4,2,1,4-6hrs,1,1,0,5,On-Campus,2
19,1,Male,3.53,5,3,1,7-8hrs,5,3,3,1,Off-Campus,3
25,2,Female,3.89,4,2,1,4-6hrs,3,1,1,3,On-Campus,2
26,1,Male,3.12,4,1,2,7-8hrs,5,3,5,5,On-Campus,1
26,1,Female,2.92,3,3,3,1-3hrs,1,3,1,1,Off-Campus,3
22,1,Male,3.38,3,3,3,4-6hrs,5,3,5,3,On-Campus,3
24,5,Male,3.75,3,5,2,7-8hrs,1,1,2,3,On-Campus,5
18,1,Male,3.34,1,3,3,7-8hrs,3,5,3,3,With Family,3
20,2,Male,3.5,4,2,1,4-6hrs,1,5,5,1,Off-Campus,2
22,2,Female,3.55,3,2,1,4-6hrs,5,3,3,1,Off-Campus,2
20,5,Female,3.84,3,5,2,7-8hrs,3,1,2,3,On-Campus,5
28,1,Male,3.33,4,3,4,4-6hrs,3,3,2,1,On-Campus,2
20,1,Male,3.36,4,3,3,7-8hrs,5,5,3,3,With Family,2
19,5,Female,3.44,3,5,4,4-6hrs,3,1,0,1,Off-Campus,5
31,2,Female,3.11,1,2,2,7-8hrs,3,1,5,5,On-Campus,2
28,5,Female,3.15,4,5,3,7-8hrs,3,3,2,3,On-Campus,5
19,2,Female,3.78,4,2,1,4-6hrs,3,3,3,5,Off-Campus,2
22,1,Female,3.23,3,1,2,4-6hrs,3,3,1,3,Off-Campus,1
18,1,Male,3.28,3,1,2,4-6hrs,3,5,2,1,Off-Campus,1
21,1,Female,3.43,4,1,4,7-8hrs,5,5,4,3,Off-Campus,1
18,1,Female,2.88,5,3,2,7-8hrs,1,5,5,3,With Family,3
18,1,Female,3.48,5,1,1,7-8hrs,3,3,1,3,Off-Campus,1
21,1,Female,3.88,5,3,1,7-8hrs,3,5,4,3,Off-Campus,3
23,1,Male,3.5,3,3,1,7-8hrs,3,3,0,1,On-Campus,2
27,1,Female,4,5,3,4,7-8hrs,3,3,4,1,On-Campus,3
20,5,Female,3.51,1,5,4,4-6hrs,3,1,2,1,Off-Campus,5
20,1,Female,3.16,4,3,2,7-8hrs,1,3,3,5,On-Campus,2
23,1,Male,3.68,5,1,3,7-8hrs,3,3,5,5,With Family,1
22,1,Female,3.36,3,3,3,1-3hrs,3,5,4,5,With Family,2
26,5,Male,3.09,1,5,2,1-3hrs,3,5,5,3,On-Campus,5
23,4,Male,3.78,3,4,3,7-8hrs,3,3,0,3,On-Campus,4
19,2,Male,3.53,1,2,3,7-8hrs,5,3,1,3,On-Campus,2
24,1,Female,3.25,1,3,4,4-6hrs,3,1,3,3,On-Campus,3
22,1,Male,3.37,2,3,4,7-8hrs,1,5,5,3,On-Campus,2
22,1,Female,3.51,3,3,1,7-8hrs,3,5,0,1,On-Campus,3
23,2,Male,3.43,5,2,3,7-8hrs,3,5,1,3,Off-Campus,2
21,1,Female,2.96,4,1,3,7-8hrs,1,1,4,3,Off-Campus,1
22,1,Male,3.66,3,3,1,4-6hrs,3,5,0,3,Off-Campus,2
25,1,Female,3.46,3,3,2,7-8hrs,5,3,0,1,On-Campus,3
20,1,Female,3.51,1,1,1,7-8hrs,1,5,0,3,With Family,1
18,1,Male,2.84,4,3,3,7-8hrs,1,3,4,3,Off-Campus,3
20,2,Female,3.46,5,2,1,7-8hrs,3,3,5,1,With Family,2
20,2,Female,3.51,4,2,3,1-3hrs,3,5,3,3,With Family,2
28,4,Female,3.74,5,4,1,7-8hrs,3,3,3,3,Off-Campus,4
28,1,Female,3.77,1,3,2,7-8hrs,3,1,3,3,On-Campus,2
22,2,Female,3.71,3,2,1,1-3hrs,5,3,0,1,Off-Campus,2
18,1,Female,3.59,5,1,1,7-8hrs,3,1,4,3,Off-Campus,1
21,5,Female,3.07,4,5,1,4-6hrs,3,5,0,3,On-Campus,5
27,1,Female,3.3,2,3,3,7-8hrs,3,5,3,1,Off-Campus,3
21,2,Male,3.45,4,2,1,7-8hrs,3,3,4,3,Off-Campus,2
24,1,Male,3.44,4,1,1,7-8hrs,1,1,5,1,Off-Campus,1
18,2,Male,3.67,4,2,2,4-6hrs,3,5,3,3,On-Campus,2
25,2,Male,3.58,2,2,2,7-8hrs,3,3,3,1,On-Campus,2
25,1,Male,3.33,3,1,3,7-8hrs,5,3,0,5,Off-Campus,1
19,1,Female,3.28,3,3,2,4-6hrs,3,3,0,3,On-Campus,3
23,5,Male,3.86,4,5,3,4-6hrs,3,3,1,3,On-Campus,5
28,1,Female,3.17,1,3,3,4-6hrs,5,5,1,5,Off-Campus,2
29,2,Female,3.44,5,2,1,7-8hrs,3,3,3,3,Off-Campus,2
18,1,Male,3.2,1,3,1,7-8hrs,3,3,3,5,Off-Campus,2
21,1,Female,3.33,4,1,1,7-8hrs,3,5,2,1,Off-Campus,1
24,1,Male,3.48,3,1,4,7-8hrs,3,1,1,1,With Family,1
20,2,Female,3.57,1,2,4,1-3hrs,3,1,5,3,On-Campus,2
27,2,Female,3.5,4,2,1,7-8hrs,3,3,0,5,Off-Campus,2
19,5,Male,3.21,2,5,4,7-8hrs,5,3,1,1,With Family,5
26,1,Male,3.55,2,3,1,4-6hrs,3,5,4,3,With Family,2
25,1,Male,3.72,1,1,3,1-3hrs,1,3,3,5,Off-Campus,1
18,2,Male,3.46,2,2,5,1-3hrs,3,5,4,5,On-Campus,2
25,1,Male,3.84,2,3,3,7-8hrs,3,3,3,3,Off-Campus,3
35,1,Male,3.24,3,3,5,4-6hrs,5,3,4,3,Off-Campus,3
33,1,Male,3.43,4,3,2,7-8hrs,5,5,5,3,On-Campus,2
27,1,Male,3.33,4,3,1,4-6hrs,3,3,0,3,Off-Campus,3
28,1,Male,3.61,1,1,3,7-8hrs,3,3,3,3,Off-Campus,1
25,1,Female,3.7,3,3,5,4-6hrs,3,3,5,5,On-Campus,2
24,1,Female,3.16,2,3,5,4-6hrs,3,3,3,3,On-Campus,2
22,2,Female,3.19,4,2,2,4-6hrs,3,3,2,1,Off-Campus,2
26,5,Female,3.48,3,5,4,1-3hrs,3,3,4,3,Off-Campus,5
28,2,Male,3.25,2,2,3,4-6hrs,5,5,2,1,On-Campus,2
18,2,Female,3.32,3,2,5,7-8hrs,3,5,1,5,Off-Campus,2
20,1,Female,3.93,5,3,3,7-8hrs,3,3,1,3,On-Campus,3
19,4,Female,3.6,2,4,5,7-8hrs,5,3,4,1,On-Campus,4
26,5,Male,3.34,3,5,1,4-6hrs,5,1,3,1,On-Campus,5
24,1,Male,3.03,1,3,2,7-8hrs,5,3,2,3,Off-Campus,3
27,1,Male,3.29,1,1,2,1-3hrs,5,1,5,3,Off-Campus,1
26,1,Male,3.05,4,1,5,7-8hrs,1,5,2,3,On-Campus,1
20,5,Male,3.3,4,5,5,4-6hrs,1,3,1,5,With Family,5
29,2,Female,3.59,4,2,3,7-8hrs,3,3,0,1,On-Campus,2
32,1,Female,3.39,2,3,3,1-3hrs,3,1,3,3,Off-Campus,3
20,2,Female,3.37,5,2,3,7-8hrs,3,3,3,3,Off-Campus,2
21,1,Female,3.96,5,3,1,7-8hrs,3,3,5,1,Off-Campus,3
30,1,Male,3.82,4,3,1,1-3hrs,3,5,2,1,On-Campus,2
19,1,Male,2.97,2,3,1,4-6hrs,1,3,1,1,On-Campus,2
20,1,Male,3.65,5,3,2,7-8hrs,3,3,5,3,On-Campus,2
18,1,Male,3.73,1,3,3,7-8hrs,3,1,3,3,On-Campus,3
20,5,Female,3.08,1,5,2,4-6hrs,3,5,3,1,With Family,5
26,1,Male,3.42,4,1,2,7-8hrs,3,3,5,3,On-Campus,1
19,1,Female,3.45,1,3,1,7-8hrs,3,3,0,5,On-Campus,3
22,2,Female,3.69,4,2,1,4-6hrs,3,3,0,3,On-Campus,2
24,5,Male,3.73,5,5,1,4-6hrs,3,5,0,5,With Family,5
27,5,Male,3.37,2,5,4,7-8hrs,3,3,2,1,With Family,5
18,5,Female,3.3,1,5,3,7-8hrs,5,3,4,3,On-Campus,5
19,1,Male,3.13,3,3,4,4-6hrs,3,1,0,3,On-Campus,2
31,1,Male,3.73,5,3,3,4-6hrs,3,5,4,3,On-Campus,3
20,1,Male,3.28,5,3,2,7-8hrs,3,5,0,3,Off-Campus,3
21,1,Male,3.51,1,3,5,7-8hrs,3,3,2,3,With Family,3
